,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
11,0.35553436279296874,0.04508512134646767,0.014105844497680663,0.0006411625447354663,5,1,10,100,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",0.9095238095238095,0.9809523809523809,0.9712918660287081,0.9473684210526315,0.9569377990430622,0.9532148553201184,0.024710715209165027,101,0.9330943847072879,0.9689366786140979,0.9677804295942721,0.9522673031026253,0.9785202863961814,0.9601198164828929,0.01591876423066759
12,0.4167640209197998,0.00641170606070209,0.020713949203491212,0.0030849721273755702,5,1,10,150,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 150}",0.9428571428571428,0.9809523809523809,0.9712918660287081,0.9569377990430622,0.9569377990430622,0.9617953975848712,0.013137906560536415,97,0.956989247311828,0.972520908004779,0.964200477326969,0.9606205250596659,0.9785202863961814,0.9665702888198847,0.007887006560801154
13,0.6057987213134766,0.01562618489642942,0.025926733016967775,0.0033071329872394763,5,1,10,200,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",0.9571428571428572,0.9809523809523809,0.9712918660287081,0.9665071770334929,0.9569377990430622,0.9665664160401002,0.009064249564939912,91,0.9629629629629629,0.9713261648745519,0.9653937947494033,0.9582338902147971,0.977326968973747,0.9670487563550925,0.006649396196759747
14,0.755193567276001,0.02441613750496679,0.027434253692626955,0.0016702448747401926,5,1,10,250,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 250}",0.9571428571428572,0.9809523809523809,0.9712918660287081,0.9617224880382775,0.9569377990430622,0.9656094782410571,0.009270216613955884,93,0.966547192353644,0.9689366786140979,0.9665871121718377,0.9606205250596659,0.9785202863961814,0.9682423589190854,0.005827926834180151
15,0.17911334037780763,0.00973569429552786,0.011538219451904298,0.0014573068832810156,5,2,2,50,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",0.8952380952380953,0.9619047619047619,0.9234449760765551,0.9234449760765551,0.9569377990430622,0.9321941216678059,0.02455123092624025,126,0.918757467144564,0.953405017921147,0.9355608591885441,0.9367541766109785,0.9713603818615751,0.9431675805453617,0.017857697310371474
16,0.3694925785064697,0.005480303867217923,0.016797208786010744,0.0030071734289509387,5,2,2,100,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.8857142857142857,0.9523809523809523,0.937799043062201,0.9330143540669856,0.9521531100478469,0.9322123490544542,0.024488081858323997,125,0.910394265232975,0.951015531660693,0.9343675417661098,0.9486873508353222,0.9737470167064439,0.9436423412403088,0.02086894346720212
17,0.461492919921875,0.03793225857321986,0.019789409637451173,0.0009481130862690555,5,2,2,150,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 150}",0.9142857142857143,0.9571428571428572,0.9712918660287081,0.9425837320574163,0.9569377990430622,0.9484483937115517,0.019344099082747177,112,0.929510155316607,0.953405017921147,0.9606205250596659,0.9522673031026253,0.9725536992840096,0.9536713401368109,0.014075793103678434
18,0.5500909328460694,0.010470837981473828,0.023685503005981445,0.001556378598496102,5,2,2,200,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.9285714285714286,0.9523809523809523,0.9665071770334929,0.937799043062201,0.9569377990430622,0.9484392800182274,0.01358054986204346,113,0.9474313022700119,0.951015531660693,0.9582338902147971,0.9403341288782816,0.9737470167064439,0.9541523739460454,0.011371589868703987
19,0.7747194766998291,0.061266399050383565,0.032266664505004886,0.0038058640264726244,5,2,2,250,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 250}",0.9333333333333333,0.9666666666666667,0.9665071770334929,0.9425837320574163,0.9521531100478469,0.9522488038277512,0.013133116682390521,105,0.9498207885304659,0.959378733572282,0.9594272076372315,0.931980906921241,0.9737470167064439,0.9548709306735329,0.013761131448477829
20,0.1755338191986084,0.014051371210226496,0.010860729217529296,0.0026569569717692252,5,2,5,50,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",0.8952380952380953,0.9619047619047619,0.9234449760765551,0.9234449760765551,0.9569377990430622,0.9321941216678059,0.02455123092624025,126,0.918757467144564,0.954599761051374,0.9367541766109785,0.9391408114558473,0.9713603818615751,0.9441225196248677,0.01774355944851726
21,0.3347421646118164,0.017714056975075405,0.02174067497253418,0.009339004652488322,5,2,5,100,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.8857142857142857,0.9523809523809523,0.9330143540669856,0.9330143540669856,0.9521531100478469,0.9312554112554112,0.024344133493914427,130,0.9115890083632019,0.9522102747909199,0.9307875894988067,0.9486873508353222,0.9737470167064439,0.9434042480389389,0.020964400497349617
22,0.47574644088745116,0.02792072761114552,0.025272083282470704,0.010343460277893929,5,2,5,150,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 150}",0.9142857142857143,0.9571428571428572,0.9712918660287081,0.9473684210526315,0.9569377990430622,0.9494053315105946,0.019147659290294695,109,0.929510155316607,0.954599761051374,0.9594272076372315,0.9522673031026253,0.9713603818615751,0.9534329617938827,0.013655359562860134
23,0.6426735877990722,0.021355849784463598,0.02567014694213867,0.007146446988598909,5,2,5,200,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.9333333333333333,0.9523809523809523,0.9665071770334929,0.937799043062201,0.9569377990430622,0.9493916609706083,0.012256260681951486,110,0.9474313022700119,0.9498207885304659,0.9582338902147971,0.9391408114558473,0.9737470167064439,0.9536747618355133,0.011736700374492414
24,0.7424880027770996,0.042534625822325575,0.028803491592407228,0.001550433828190136,5,2,5,250,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 250}",0.9333333333333333,0.9666666666666667,0.9665071770334929,0.9425837320574163,0.9521531100478469,0.9522488038277512,0.013133116682390521,105,0.9498207885304659,0.959378733572282,0.9606205250596659,0.9284009546539379,0.9737470167064439,0.9543936037045592,0.015064588328045662
25,0.1452253818511963,0.0067312805703144156,0.010595607757568359,0.0012224136452977585,5,2,10,50,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 50}",0.8904761904761904,0.9666666666666667,0.9330143540669856,0.9234449760765551,0.9569377990430622,0.9341079972658919,0.02683243351766081,119,0.9175627240143369,0.953405017921147,0.9379474940334129,0.9427207637231504,0.9701670644391408,0.9443606128262376,0.017376525837328387
26,0.2916889667510986,0.014485449123561747,0.015094232559204102,0.0016040229716281062,5,2,10,100,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",0.8857142857142857,0.9523809523809523,0.937799043062201,0.9330143540669856,0.9569377990430622,0.9331692868534972,0.025327716217169057,120,0.9127837514934289,0.9522102747909199,0.9307875894988067,0.9522673031026253,0.9713603818615751,0.9438818601494712,0.020165810597637435
27,0.414255952835083,0.0029576513985040947,0.018216419219970702,0.0014792544922415368,5,2,10,150,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 150}",0.9095238095238095,0.9571428571428572,0.9712918660287081,0.9473684210526315,0.9569377990430622,0.9484529505582137,0.020908263514955346,111,0.929510155316607,0.953405017921147,0.9606205250596659,0.9522673031026253,0.9701670644391408,0.9531940131678371,0.013454114505280071
28,0.5811165332794189,0.030139141060924916,0.024593067169189454,0.0018403074398741308,5,2,10,200,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",0.919047619047619,0.9523809523809523,0.9665071770334929,0.937799043062201,0.9569377990430622,0.9465345181134655,0.016571990204602472,114,0.9354838709677419,0.955794504181601,0.9594272076372315,0.9403341288782816,0.9701670644391408,0.9522413552207996,0.01271367540196256
